MONTH,FIPS,SALES_SUM_MONTH,IS_HOLIDAY_MAX_MONTH,WEB_MIN_MONTH,WEB_MEAN_MONTH,WEB_MAX_MONTH,EMAIL_MIN_MONTH,EMAIL_MEAN_MONTH,EMAIL_MAX_MONTH,TV_MIN_MONTH,TV_MEAN_MONTH,TV_MAX_MONTH,RADIO_MIN_MONTH,RADIO_MEAN_MONTH,RADIO_MAX_MONTH,PRINT_MIN_MONTH,PRINT_MEAN_MONTH,PRINT_MAX_MONTH,MSRP_MEAN_MONTH,AVG_PRICE_MEAN_MONTH,INVENTORY_SUM_MONTH,INVENTORY_MIN_MONTH,INVENTORY_MEAN_MONTH,INVENTORY_MAX_MONTH,OUT_OF_STOCK_MAX_MONTH,BASKETBALL_MIN_MONTH,BASKETBALL_MEAN_MONTH,BASKETBALL_MAX_MONTH,FOOTBALL_MIN_MONTH,FOOTBALL_MEAN_MONTH,FOOTBALL_MAX_MONTH,BASEBALL_MIN_MONTH,BASEBALL_MEAN_MONTH,BASEBALL_MAX_MONTH,HOCKEY_MIN_MONTH,HOCKEY_MEAN_MONTH,HOCKEY_MAX_MONTH
2018-11-01,18097,843,0,27,32.75,38,39,44.75,49,0,10.0,17,0,19.75,42,0,12.75,31,110,110.0,2345,329,586.25,750,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,18097,1023,2,-23,-12.5,5,-8,-5.0,0,-20,-5.0,8,-14,3.5,20,-23,-10.75,-4,110,95.46428571428571,2066,314,516.5,773,0,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,18097,1364,1,-24,-6.2,19,-25,-6.2,20,-23,-14.4,7,-12,5.8,17,-18,-3.4,18,110,97.42857142857143,3169,306,633.8,899,1,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,18097,803,0,6,26.0,48,0,22.0,43,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,2285,364,571.25,772,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,18097,849,0,15,25.5,36,6,12.0,21,0,7.75,19,0,16.0,46,0,18.25,39,115,113.5625,2006,339,501.5,757,0,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,18097,1083,0,9,28.6,43,2,14.4,27,0,20.4,36,0,21.4,39,0,17.6,43,115,113.85,3295,476,659.0,899,0,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,18097,893,0,19,36.25,47,3,21.25,42,0,0.0,0,0,0.0,0,0,0.0,0,115,110.6875,2689,406,672.25,854,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,18097,877,1,8,20.75,37,4,28.75,39,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,2196,350,549.0,733,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,18097,1100,1,16,30.6,43,6,12.4,25,0,0.0,0,0,0.0,0,0,0.0,0,115,113.85,2970,309,594.0,852,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,18097,894,0,1,10.25,26,28,39.0,45,0,6.75,27,0,11.75,47,0,0.0,0,115,115.0,2223,379,555.75,819,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,18097,1008,0,-11,1.0,10,-25,-7.75,14,-25,1.25,22,-12,-0.5,13,-11,-1.75,10,115,103.5,2666,490,666.5,844,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,18097,1104,1,12,24.6,39,20,34.6,48,0,1.0,5,0,2.6,13,0,6.6,33,115,113.85,2758,323,551.6,775,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,18097,855,0,1,20.25,41,23,34.25,48,0,0.5,2,0,10.5,42,0,5.25,21,115,115.0,2564,478,641.0,900,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,18097,1064,1,4,14.0,24,-13,4.25,20,-14,-4.0,23,-25,-5.75,23,-17,2.25,22,115,103.5,2898,556,724.5,888,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,18097,1372,1,-19,7.0,22,-22,7.4,23,-25,-8.2,12,-2,10.8,25,-25,-13.2,-3,115,101.2,2412,310,482.4,656,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,18097,817,0,3,15.0,37,13,22.75,39,0,0.0,0,0,0.0,0,0,0.0,0,120,117.0,2418,301,604.5,911,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
2020-03-01,18097,870,0,7,27.75,45,19,27.5,36,0,4.75,19,0,8.5,34,0,7.0,28,120,118.5,2709,476,677.25,875,0,81,86.25,92,16,21.25,31,59,82.0,98,79,91.0,99
2020-04-01,18097,1108,0,3,23.8,44,5,18.6,30,0,14.0,46,0,10.2,36,0,13.4,36,120,120.0,3038,382,607.6,828,0,17,45.8,100,11,12.8,15,35,58.2,100,23,48.8,100
2020-05-01,18097,901,0,6,21.5,41,3,22.0,32,0,5.75,23,0,2.0,8,0,10.25,41,120,118.5,2119,329,529.75,723,0,16,16.25,17,13,14.5,17,36,36.5,37,23,24.25,26
2020-06-01,18097,1107,1,5,22.0,44,14,28.4,45,0,9.4,39,0,16.6,44,0,15.8,45,120,118.8,3473,433,694.6,892,0,12,13.8,15,13,13.6,14,41,41.6,43,21,23.2,25
2020-07-01,18097,890,1,5,19.5,37,0,27.5,46,0,10.5,30,0,12.5,40,0,14.25,43,120,120.0,2115,364,528.75,788,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,18097,912,0,19,34.25,49,0,15.0,49,0,12.25,49,0,2.75,11,0,4.25,17,120,120.0,2864,513,716.0,908,0,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,18097,1287,0,-17,1.2,15,-22,-9.8,2,-22,-8.0,10,-25,-4.8,14,-13,-1.4,14,120,108.0,3279,427,655.8,897,0,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,18097,883,1,3,23.5,31,13,26.0,43,0,12.5,29,0,9.25,32,0,6.75,23,120,120.0,2236,383,559.0,821,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,18097,868,0,2,11.75,33,5,30.5,40,0,0.75,3,0,3.0,12,0,2.25,9,120,120.0,2452,347,613.0,785,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,18097,1304,1,-22,-6.4,7,-21,9.0,23,-23,-10.8,-2,-19,1.0,18,-19,2.6,13,120,104.91428571428571,3448,467,689.6,913,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,21111,58,1,0,0.0,0,-12,-12.0,-12,18,18.0,18,-20,-20.0,-20,16,16.0,16,105,90.0,152,152,152.0,152,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,21111,277,0,8,22.25,34,19,28.25,34,0,2.75,11,0,1.5,6,0,0.75,3,110,110.0,959,152,239.75,295,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,21111,292,0,5,24.0,37,11,27.5,46,0,4.5,18,0,6.0,24,0,11.25,45,110,108.625,868,147,217.0,286,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,21111,303,0,25,40.0,49,16,24.5,31,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,728,122,182.0,272,0,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,21111,387,0,13,29.8,47,1,15.4,27,0,18.2,47,0,7.2,34,0,11.6,36,110,110.0,1123,157,224.6,307,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,21111,302,1,3,18.0,40,2,19.5,32,0,0.0,0,0,0.0,0,0,0.0,0,110,108.625,910,133,227.5,290,0,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,21111,309,0,0,6.0,15,0,6.25,20,0,4.25,17,0,7.0,28,0,4.0,16,110,110.0,753,121,188.25,254,0,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,21111,375,1,17,25.4,32,1,12.6,35,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,1048,110,209.6,302,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
2018-09-01,21111,355,0,-23,-11.75,0,-24,-0.5,18,-5,7.0,23,6,14.75,21,-16,-9.25,1,110,99.0,866,138,216.5,297,0,9,9.5,10,25,44.5,80,36,39.75,41,12,12.75,14
2018-10-01,21111,380,1,17,22.8,41,19,29.0,47,0,6.8,24,0,11.8,44,0,12.6,39,110,110.0,989,129,197.8,281,0,9,10.0,11,81,86.6,100,32,35.8,45,15,19.0,24
2018-11-01,21111,294,0,26,37.5,45,2,19.5,30,0,7.0,28,0,1.25,5,0,11.5,46,110,110.0,833,118,208.25,265,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,21111,356,2,-22,2.0,21,-11,10.75,23,-9,-3.25,0,-15,-2.75,20,-12,2.75,14,110,95.46428571428571,745,116,186.25,277,0,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,21111,477,1,-22,-6.0,6,-12,3.2,25,-21,-6.6,9,-11,4.8,14,-17,2.8,22,110,97.42857142857143,930,106,186.0,278,1,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,21111,285,0,13,26.0,43,19,24.5,33,0,22.75,46,0,13.5,36,0,4.25,16,115,115.0,820,133,205.0,275,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,21111,298,0,6,30.25,42,15,29.75,47,0,6.0,24,0,11.75,47,0,6.25,25,115,115.0,711,121,177.75,267,0,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,21111,380,0,4,24.8,42,7,24.0,49,0,0.0,0,0,0.0,0,0,0.0,0,115,113.85,1154,167,230.8,314,0,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,21111,313,0,8,25.0,42,1,21.75,42,0,10.25,41,0,4.0,16,0,10.0,40,115,115.0,946,143,236.5,300,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,21111,309,1,7,21.5,49,4,20.75,35,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,762,119,190.5,255,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,21111,383,1,3,17.2,42,17,33.0,48,0,12.6,38,0,7.0,22,0,15.4,42,115,115.0,1044,107,208.8,300,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,21111,313,0,2,11.75,32,5,17.25,27,0,6.25,25,0,4.0,16,0,7.75,31,115,115.0,779,133,194.75,286,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,21111,347,0,-24,-11.5,7,-17,-10.5,-2,-25,0.0,23,-11,5.75,22,-25,8.25,21,115,103.5,950,175,237.5,301,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,21111,386,1,11,31.2,44,2,18.6,49,0,1.8,9,0,4.8,24,0,7.6,38,115,113.85,992,118,198.4,277,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,21111,299,0,6,27.25,48,17,32.25,45,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,708,106,177.0,246,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,21111,375,1,-21,0.25,18,-1,2.25,7,-19,0.25,22,-20,-1.5,22,-17,-11.5,-7,115,103.5,1032,199,258.0,316,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,21111,492,1,-24,-0.6,22,-8,6.6,20,-11,2.8,15,-13,-0.4,17,-24,-1.0,15,115,101.2,1038,115,207.6,319,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,21111,288,0,29,34.5,43,5,8.75,15,0,17.0,35,0,8.0,16,0,10.75,25,120,120.0,1019,164,254.75,311,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
2020-03-01,21111,305,0,3,25.75,42,10,25.25,41,0,7.75,31,0,11.75,47,0,2.5,10,120,120.0,907,156,226.75,296,0,81,86.25,92,16,21.25,31,59,82.0,98,79,91.0,99
2020-04-01,21111,386,0,6,31.8,47,0,19.4,29,0,0.0,0,0,0.0,0,0,0.0,0,120,118.8,1024,127,204.8,281,0,17,45.8,100,11,12.8,15,35,58.2,100,23,48.8,100
2020-05-01,21111,316,0,3,20.0,41,4,26.25,41,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,708,107,177.0,245,0,16,16.25,17,13,14.5,17,36,36.5,37,23,24.25,26
2020-06-01,21111,391,1,20,36.0,47,12,28.2,38,0,5.0,20,0,13.2,47,0,12.2,37,120,118.8,1157,140,231.4,303,0,12,13.8,15,13,13.6,14,41,41.6,43,21,23.2,25
2020-07-01,21111,310,1,18,31.0,41,2,5.75,13,0,3.5,14,0,7.0,28,0,2.0,8,120,118.5,696,116,174.0,266,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,21111,319,0,6,30.75,49,6,15.5,35,0,1.5,6,0,8.25,33,0,6.5,26,120,118.5,963,171,240.75,309,0,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,21111,450,0,-24,-9.0,4,-13,-5.2,3,-17,5.4,21,-22,-8.2,21,-16,3.4,22,120,108.0,1101,142,220.2,304,0,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,21111,310,1,5,23.75,46,10,27.5,45,0,6.5,20,0,2.0,7,0,2.25,9,120,120.0,741,122,185.25,278,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,21111,302,0,11,15.25,22,28,34.5,45,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,812,110,203.0,262,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,21111,454,1,-21,2.4,23,-21,-2.0,17,-16,-3.8,20,-18,7.0,19,-14,-1.4,24,120,104.91428571428571,1164,154,232.8,312,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,24005,234,1,24,24.0,24,11,11.0,11,-16,-16.0,-16,-2,-2.0,-2,-25,-25.0,-25,105,90.0,666,666,666.0,666,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,24005,1184,0,0,16.75,40,3,10.25,24,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,4180,669,1045.0,1286,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,24005,1264,0,11,31.75,44,10,24.5,44,0,9.25,37,0,12.25,49,0,9.75,39,110,108.625,3754,639,938.5,1227,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,24005,1297,0,9,29.25,47,13,19.5,24,0,18.75,45,0,10.0,32,0,17.25,46,110,110.0,3144,532,786.0,1170,0,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,24005,1654,0,0,23.8,40,17,33.0,47,0,8.4,42,0,7.4,37,0,9.8,49,110,110.0,4884,688,976.8,1333,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,24005,1300,1,4,30.25,48,8,17.25,24,0,11.5,27,0,16.75,37,0,10.5,32,110,110.0,3936,580,984.0,1249,0,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,24005,1339,0,11,27.0,46,3,19.0,41,0,0.0,0,0,0.0,0,0,0.0,0,110,108.625,3232,518,808.0,1092,0,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,24005,1625,1,4,27.2,44,18,35.4,49,0,13.4,34,0,11.0,29,0,17.6,46,110,107.8,4413,465,882.6,1272,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
2018-09-01,24005,1511,0,-16,8.75,24,-19,4.25,15,-23,-6.25,18,-21,-10.0,14,-21,0.5,19,110,99.0,3652,574,913.0,1259,0,9,9.5,10,25,44.5,80,36,39.75,41,12,12.75,14
2018-10-01,24005,1634,1,0,19.4,48,3,7.4,13,0,13.8,40,0,11.6,37,0,14.6,49,110,108.9,4124,534,824.8,1179,0,9,10.0,11,81,86.6,100,32,35.8,45,15,19.0,24
2018-11-01,24005,1261,0,3,26.0,46,16,28.75,47,0,3.75,15,0,4.75,19,0,6.0,24,110,110.0,3510,490,877.5,1123,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,24005,1557,2,-19,0.75,25,-3,16.5,25,-3,5.25,22,-17,7.25,18,-21,-19.0,-14,110,95.46428571428571,3944,666,986.0,1358,0,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,24005,2091,1,-22,-9.8,17,-24,-1.8,18,-15,-9.2,3,-15,3.8,22,-23,-8.6,14,110,97.42857142857143,5368,814,1073.6,1304,0,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,24005,1210,0,27,37.25,48,3,19.0,40,0,8.25,33,0,7.25,29,0,3.25,13,115,113.5625,3143,478,785.75,1087,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,24005,1269,0,4,25.25,41,3,27.25,46,0,0.0,0,0,0.0,0,0,0.0,0,115,113.5625,3638,473,909.5,1353,0,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,24005,1619,0,17,31.2,46,0,10.6,24,0,9.6,48,0,7.8,39,0,6.8,34,115,113.85,4579,649,915.8,1271,0,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,24005,1346,0,4,15.25,30,7,32.25,49,0,16.5,34,0,14.75,42,0,5.25,14,115,115.0,3762,540,940.5,1217,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,24005,1319,1,7,16.5,41,29,32.0,35,0,13.0,28,0,17.0,41,0,14.5,30,115,115.0,3003,451,750.75,1027,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,24005,1637,1,10,26.6,49,0,12.8,29,0,13.6,44,0,8.2,29,0,12.6,43,115,113.85,5040,626,1008.0,1307,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,24005,1342,0,11,24.75,36,29,38.0,46,0,11.75,32,0,7.0,27,0,8.0,32,115,115.0,3070,503,767.5,1156,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,24005,1529,0,-22,-3.75,18,-11,6.25,19,-24,3.25,25,-9,9.25,20,-19,1.5,20,115,103.5,3701,654,925.25,1192,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,24005,1651,1,6,19.2,38,1,15.0,35,0,7.8,30,0,8.2,20,0,11.4,35,115,115.0,4639,502,927.8,1323,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,24005,1291,0,6,24.5,41,2,26.5,49,0,22.25,39,0,22.0,35,0,25.75,47,115,115.0,3509,631,877.25,1263,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,24005,1592,1,-11,3.0,10,-13,10.0,23,-8,9.5,17,-25,-3.75,10,-6,10.25,22,115,103.5,4007,744,1001.75,1248,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,24005,2100,1,-22,-4.4,19,-23,-10.6,9,-19,1.0,23,-23,-11.8,6,-22,-5.4,14,115,101.2,4930,629,986.0,1326,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,24005,1232,0,8,24.0,46,0,23.25,47,0,12.5,46,0,17.25,49,0,10.5,29,120,118.5,4028,617,1007.0,1245,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
2020-03-01,24005,1293,0,26,33.25,41,2,16.5,30,0,6.25,25,0,12.25,49,0,10.75,43,120,118.5,3582,594,895.5,1192,0,81,86.25,92,16,21.25,31,59,82.0,98,79,91.0,99
2020-04-01,24005,1648,0,12,27.8,39,4,18.8,30,0,9.0,45,0,1.2,6,0,7.4,37,120,118.8,4027,470,805.4,1137,0,17,45.8,100,11,12.8,15,35,58.2,100,23,48.8,100
2020-05-01,24005,1363,0,0,10.75,24,19,29.75,48,0,1.75,7,0,8.25,33,0,7.0,28,120,118.5,3657,644,914.25,1311,0,16,16.25,17,13,14.5,17,36,36.5,37,23,24.25,26
2020-06-01,24005,1680,1,9,23.4,43,0,35.6,46,0,18.6,41,0,21.2,37,0,14.6,46,120,117.6,4580,521,916.0,1224,0,12,13.8,15,13,13.6,14,41,41.6,43,21,23.2,25
2020-07-01,24005,1326,1,5,23.75,38,13,27.75,39,0,11.5,46,0,8.25,26,0,14.75,39,120,120.0,3582,465,895.5,1348,0,12,12.75,13,14,14.5,15,51,53.75,56,22,24.5,27
2020-08-01,24005,1364,0,1,27.5,46,0,14.0,27,0,0.0,0,0,0.0,0,0,0.0,0,120,118.5,3804,652,951.0,1240,0,13,13.0,13,16,18.25,20,54,69.5,86,25,32.0,41
2020-09-01,24005,1932,0,-14,-6.6,12,-25,-7.8,10,-23,-4.0,6,-10,7.0,24,-10,1.4,22,120,108.0,4302,519,860.4,1217,0,13,14.0,15,21,30.0,44,56,58.8,64,42,47.4,54
2020-10-01,24005,1335,1,35,43.0,48,1,16.0,43,0,1.25,5,0,10.75,43,0,1.5,6,120,120.0,3776,525,944.0,1368,0,13,14.0,15,73,78.25,83,52,54.25,57,41,42.25,43
2020-11-01,24005,1294,0,3,28.25,47,5,17.25,44,0,7.75,31,0,10.0,40,0,7.25,29,120,120.0,4073,710,1018.25,1319,0,13,13.5,14,85,87.75,91,53,57.5,62,34,36.5,40
2020-12-01,24005,1951,1,-19,-1.2,15,-15,8.2,23,-6,5.4,16,-25,-5.6,8,-23,-3.6,8,120,104.91428571428571,4547,574,909.4,1250,0,11,30.0,55,73,83.0,100,28,31.0,33,28,36.2,39
2018-01-01,24031,325,1,2,2.0,2,22,22.0,22,2,2.0,2,19,19.0,19,22,22.0,22,105,90.0,475,475,475.0,475,0,45,45.0,45,51,51.0,51,20,20.0,20,97,97.0,97
2018-02-01,24031,1584,0,7,17.5,26,1,26.25,49,0,4.5,18,0,7.0,28,0,7.75,31,110,110.0,2713,469,678.25,875,0,46,47.0,48,13,19.25,31,23,26.75,31,29,30.0,31
2018-03-01,24031,1697,0,19,36.75,49,4,31.75,48,0,14.5,29,0,2.25,7,0,12.75,42,110,110.0,2495,402,623.75,861,0,47,52.75,60,9,11.25,17,32,44.75,55,33,61.25,100
2018-04-01,24031,1687,0,4,22.5,39,8,20.75,41,0,9.5,38,0,5.25,21,0,5.25,21,110,108.625,3827,734,956.75,1166,1,49,75.25,100,8,8.75,9,56,62.75,77,25,30.5,35
2018-05-01,24031,2197,0,5,23.2,44,5,22.6,38,0,0.0,0,0,0.0,0,0,0.0,0,110,110.0,3778,535,755.6,1028,0,13,18.2,37,9,9.8,11,71,73.8,78,21,27.4,37
2018-06-01,24031,1729,1,8,23.75,35,2,19.75,33,0,7.75,16,0,18.5,44,0,3.25,7,110,110.0,2551,416,637.75,892,1,12,13.25,15,9,9.0,9,75,81.75,89,19,20.25,22
2018-07-01,24031,1741,0,2,22.0,37,0,33.5,48,0,21.75,46,0,9.5,24,0,10.5,38,110,110.0,3783,719,945.75,1165,1,10,11.75,14,10,11.0,12,69,84.5,100,12,15.0,24
2018-08-01,24031,2183,1,5,22.0,49,0,24.8,39,0,0.0,0,0,0.0,0,0,0.0,0,110,108.9,3789,522,757.8,1036,0,10,10.6,11,12,15.2,21,46,47.6,49,10,11.2,12
2018-09-01,24031,2028,0,-5,6.5,25,-23,-10.0,3,-5,11.75,25,-24,-5.75,13,-23,-2.0,17,110,99.0,3439,601,859.75,1111,0,9,9.5,10,25,44.5,80,36,39.75,41,12,12.75,14
2018-10-01,24031,2147,1,7,21.0,40,3,26.8,43,0,3.0,15,0,6.4,32,0,0.8,4,110,108.9,3788,413,757.6,1192,1,9,10.0,11,81,86.6,100,32,35.8,45,15,19.0,24
2018-11-01,24031,1683,0,22,38.0,48,8,18.75,30,0,5.75,23,0,8.75,35,0,2.0,8,110,110.0,3751,724,937.75,1140,0,12,16.0,20,72,75.0,78,30,37.25,41,26,27.25,29
2018-12-01,24031,2071,2,-10,7.5,23,-16,-6.75,4,-19,3.5,23,-25,-18.5,-12,-6,7.75,19,110,95.46428571428571,3164,565,791.0,1113,1,37,41.25,46,60,70.0,82,19,20.25,21,27,28.0,29
2019-01-01,24031,2648,1,-4,4.2,21,-18,-5.6,8,-25,0.2,25,-25,-14.0,11,-23,2.2,20,110,97.42857142857143,3557,421,711.4,1023,1,32,38.4,43,29,40.6,50,18,20.2,22,25,28.8,34
2019-02-01,24031,1616,0,21,30.75,38,3,25.75,36,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,2623,444,655.75,860,0,46,48.75,50,13,21.0,33,21,24.0,27,73,79.0,84
2019-03-01,24031,1683,0,3,25.75,35,7,17.5,30,0,0.5,2,0,3.5,14,0,5.75,23,115,112.125,2468,405,617.0,839,1,49,55.0,61,9,12.5,18,29,41.0,49,79,85.75,91
2019-04-01,24031,2121,0,14,19.4,32,13,35.8,48,0,0.0,0,0,0.0,0,0,0.0,0,115,113.85,4607,723,921.4,1184,1,52,74.6,100,9,9.4,10,53,61.8,72,67,80.2,100
2019-05-01,24031,1776,0,17,29.0,45,1,25.5,47,0,11.5,25,0,11.25,44,0,6.5,24,115,113.5625,3287,575,821.75,1078,0,13,20.5,41,10,10.25,11,65,66.5,70,65,72.5,77
2019-06-01,24031,1745,1,7,20.5,35,23,31.75,44,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,2719,460,679.75,931,0,12,13.0,14,9,9.5,10,68,78.5,90,45,52.5,61
2019-07-01,24031,2185,1,10,28.6,45,0,12.8,22,0,10.4,30,0,14.4,37,0,19.8,46,115,115.0,4580,720,916.0,1188,0,10,11.8,13,10,10.2,11,47,72.4,100,30,43.2,63
2019-08-01,24031,1805,0,12,25.75,44,7,15.75,25,0,23.25,47,0,18.0,48,0,10.5,42,115,115.0,3219,547,804.75,1078,0,9,9.75,10,12,15.75,20,43,43.5,44,29,29.75,30
2019-09-01,24031,2012,0,-16,3.25,24,-17,0.0,24,-19,-6.75,13,-3,6.0,21,-22,-5.25,12,115,103.5,3654,661,913.5,1155,0,9,9.75,10,25,44.75,83,33,36.25,39,30,34.25,39
2019-10-01,24031,2185,1,1,15.2,39,0,15.4,31,0,0.0,0,0,0.0,0,0,0.0,0,115,115.0,3302,437,660.4,937,0,10,10.8,12,78,88.4,100,29,31.4,35,42,53.2,68
2019-11-01,24031,1699,0,18,28.5,39,35,37.75,42,0,5.0,20,0,4.0,16,0,1.5,6,115,115.0,4017,787,1004.25,1212,0,12,15.0,19,69,74.5,77,35,38.0,42,73,74.0,75
2019-12-01,24031,2133,1,-24,-6.25,12,-22,-9.5,6,-11,-1.75,18,-18,8.25,25,8,12.75,22,115,103.5,3448,620,862.0,1197,0,37,39.25,43,68,74.5,78,17,20.25,22,77,79.5,83
2020-01-01,24031,2825,1,-25,3.0,25,-11,7.6,21,-24,-10.8,13,-23,-6.2,9,-9,7.8,21,115,101.2,4919,644,983.8,1203,0,31,37.4,42,34,48.4,61,16,18.2,20,68,74.0,82
2020-02-01,24031,1632,0,8,22.75,48,4,19.25,45,0,0.0,0,0,0.0,0,0,0.0,0,120,120.0,3803,743,950.75,1165,0,75,80.25,91,23,40.75,61,41,49.25,53,77,81.25,84
